"id","title"
6877654,Association Between BDNF Val66Met Polymorphism and Optic Neuritis Damage in Neuromyelitis Optica Spectrum Disorder
6880537,The protective effects of silymarin on ischemia reperfusion injuries A mechanistic review
6863716,Feline coronavirus isolates from a part of Brazil insights into molecular epidemiology and phylogeny inferred from the 7b gene
6884858,Mathematical modelling for antibiotic resistance control policy do we know enough?
6862601,Impact of PM2.5 on Second Birth Intentions of China’s Floating Population in a Low Fertility Context
6850686,The Role Of Circulating Tumor DNA In Therapeutic Resistance
6881198,A microfluidic platform for simultaneous quantification of oxygen dependent viscosity and shear thinning in sickle cell blood
6856670,HeteroDualNet A Dual Convolutional Neural Network With Heterogeneous Layers for Drug Disease Association Prediction via Chou’s Five Step Rule
6836485,Does the nitrogen single breath washout test contribute to detecting pulmonary involvement in rheumatoid arthritis? A pilot study
6877736,The Play of Genes and Non genetic Factors on Type 2 Diabetes
6834653,A functional genetic screen identifies the Mediator complex as essential for SSX2 induced senescence
6861106,"Urinary calcium assessment and its relation with age, sex and Encephalitozoon cuniculi serological status in otherwise healthy pet rabbits"
6859679,Remote Pulmonary Function Test Monitoring in Cloud Platform via Smartphone Built in Microphone
6862650,Protective Effect of Breastfeeding on the Adverse Health Effects Induced by Air Pollution Current Evidence and Possible Mechanisms
6834634,"Structural analysis of human SEPHS2 protein, a selenocysteine machinery component, over expressed in triple negative breast cancer"
6849657,Pre surgical connectome features predict IDH status in diffuse gliomas
6851093,The effects of simulated +Gz and microgravity on intervertebral disc degeneration in rabbits
6867966,Could Animal Assisted Therapy Help to Reduce Coercive Treatment in Psychiatry?
6842246,Potential genetic modifiers for somatic EGFR mutation in lung cancer a meta analysis and literature review
6829932,The development of a brief screener for autism using item response theory
6874863,Alveolar rhabdomyosarcoma with unusual cytogenetic findings one more case and review of the literature
6892591,Male contraception where are we going and where have we been?
6878880,High viscosity sample injection device for serial femtosecond crystallography at atmospheric pressure
6856130,Disrupting coupling within mycobacterial F ATP synthases subunit ε causes dysregulated energy production and cell wall biosynthesis
6886967,"Effects of supervised exercise training during pregnancy on psychological well being among overweight and obese women secondary analyses of the ETIP trial, a randomised controlled trial"
6851911,Scoline apnoea and pregnancy SICU experiences
6831701,Action verb processing specifically modulates motor behaviour and sensorimotor neuronal oscillations
6882112,Low lean mass and chemotherapy toxicity risk in the elderly the Fraction study protocol
6851193,Attachment Patterns in Subjects Diagnosed With a Substance Use Disorder A Comparison of Patients in Outpatient Treatment and Patients in Therapeutic Communities
6854017,Comparison of Early Oral Feeding With Traditional Oral Feeding After Total Gastrectomy for Gastric Cancer A Propensity Score Matching Analysis
6853288,Fanconi BRCA pathway mutations in childhood T cell acute lymphoblastic leukemia
6877720,Emotional and Behavioral Problems in 4 and 5 Year Old Children With and Without Motor Delays
6877642,Radiation Dosimetry of Inhaled Radioactive Aerosols CFPD and MCNP Transport Simulations of Radionuclides in the Lung
6858786,Inhibitory Effect of Sirtuin6 (SIRT6) on Osteogenic Differentiation of Bone Marrow Mesenchymal Stem Cells
6862136,Systematic Development of Materials for Inviting Low Health Literate Individuals to Participate in Preconception Counseling
6842183,The role of internet based digital tools in reducing social isolation and addressing support needs among informal caregivers a scoping review
6876916,Cavitary Pulmonary Infarction in a Case of Pulmonary Embolism After Successful Vascular Recanalization
6868131,Airway epithelial regeneration requires autophagy and glucose metabolism
6844241,Long term patient observation after conservative treatment of carpal tunnel syndrome a summary of two randomised controlled trials
6875013,Incipient Diabetes Treated with Long Term Classical Prescription
6882195,Tamoxifen activity against Plasmodium in vitro and in mice
6828764,GATA3 recruits UTX for gene transcriptional activation to suppress metastasis of breast cancer
6876317,Differentiation and roles of bone marrow derived cells on the tumor microenvironment of oral squamous cell carcinoma
6847703,Video anoscopy results of routine anal examination during colonoscopies
6876185,"Factors Associated With Opiate Use Among Psychiatric Inpatients A Population Based Study of Hospital Admissions in Ontario, Canada"
6872532,"Type 1, 2, and 1/2 Hybrid IncC Plasmids From China"
6864064,Gold Hybridized Zinc Oxide Nanorods as Real Time Low Cost NanoBiosensors for Detection of virulent DNA signature of HPV 16 in Cervical Carcinoma
6876170,Patient Satisfaction With Providers Do Patient Surveys Give Enough Information to Help Providers Improve Specific Behaviors
6868895,Genome Wide Association Study for Squalene Contents and Functional Haplotype Analysis in Rice
6884800,Assessment of multiplex Onchocerca volvulus peptide ELISA in non endemic tropical regions
6892315,Medical Assistance in Dying the opinions of medical trainees in Newfoundland and Labrador. A cross sectional study
6881890,Challenges and Solutions in Implementing Hearing Screening Program in India
6863660,Development of a real time physician–patient communication data collection tool
6841737,Induction of detrusor underactivity by extensive vascular endothelial damages of iliac arteries in a rat model and its pathophysiology in the genetic levels
6875703,Evaluation of pharmacokinetics and safety of cetuximab with cisplatin/carboplatin in patients with advanced solid tumor Result from phase II studies
6881042,Perivascular Stem Cells Suppress Inflammasome Activation during Inflammatory Responses in Macrophages
6884876,Effectiveness of electronic point of care reminders versus monthly feedback to improve adherence to 10 clinical recommendations in primary care a cluster randomized clinical trial
6882220,Medicinal plants of the Bible—revisited
6830383,Effects Of PPARγ2 Pro12Ala Variant On Adipocyte Phenotype Dependent Of DHA
6886713,NIX Mediated Mitophagy Promotes Effector Memory Formation in Antigen Specific CD8+ T Cells
6873103,Differential Effect on Hippocampal Synaptic Facilitation by the Presynaptic Protein Mover
6858640,The prevalence and impact of self reported foot and ankle pain in the over 55 age group a secondary data analysis from a large community sample
6889384,A cancer rainbow mouse for visualizing the functional genomics of oncogenic clonal expansion
6881667,Perceptions in the management of colorectal peritoneal metastases A bi national survey of colorectal surgeons
6868009,Towards the application of Tc toxins as a universal protein translocation system
6836491,Naturally occurring anti cancer compounds shining from Chinese herbal medicine
6861991,Leadership and Peer Counseling Program Evaluation of Training and Its Impact on Filipino Senior Peer Counselors
6842184,"Seroprevalence and associated risk factors of leptospirosis in slaughter pigs; a neglected public health risk, western Kenya"
6838117,The integration of metabolome and proteome reveals bioactive polyphenols and hispidin in ARTP mutagenized Phellinus baumii
6864562,Putting a Band Aid on a Broken Leg Antiseizure Medications Are Inferior to Immune Therapies in Autoimmune Epilepsy
6887008,Protocol for the first large scale emergency care based longitudinal cohort study of recovery after sexual assault the Women’s Health Study
6857283,Epilepsy in spinocerebellar ataxia type 8 a case report
6875793,Reflections NIAAA’s Directors Look Back on 25 Years
6823918,"Addressing Challenges to the Reliable, Large Scale Implementation of Effective School Health Education"
6834797,Transanal total mesorectal excision of giant villous tumor of the lower rectum with McKittrick–Wheelock syndrome a case report of a novel surgical approach
6883318,Vasorin/ATIA Promotes Cigarette Smoke–Induced Transformation of Human Bronchial Epithelial Cells by Suppressing Autophagy Mediated Apoptosis
6842139,Predictors of early life milestones Results from the Copenhagen Perinatal Cohort
6833280,Postoperative cognitive dysfunction after robot assisted radical cystectomy (RARC) with cerebral oxygen monitoring an observational prospective cohort pilot study
6856031,Dynamics of Prolyl Hydroxylases Levels During Disease Progression in Experimental Colitis
6852762,"Health system, socio cultural, economic, environmental and individual factors influencing bed net use in the prevention of malaria in pregnancy in two Ghanaian regions"
6854398,Retroperitoneal perivascular epithelioid cell tumours A case report and review of literature
6876113,The epidemiological burden of obesity in childhood a worldwide epidemic requiring urgent action
6877921,Efficacy and safety of therapeutic endoscopic retrograde cholangiopancreatography in patients with native papillae with a performance status score of 3 or 4 A single center retrospective study
6839655,Ethanol Extract of Centella asiatica (Gotu Kola) Attenuates Tubular Injury Through Inhibition of Inflammatory Cytokines and Enhancement of Anti Fibrotic Factor in Mice with 5/6 Subtotal Nephrectomy
6880433,Nkx2.5 insufficiency leads to atrial electrical remodeling through Wnt signaling in HL 1 cells
6876305,Cytokine induced killer cells/natural killer cells combined with anti GD2 monoclonal antibody increase cell death rate in neuroblastoma SK N SH cells
6801487,An Evaluation Of Antibiotics Prescribing Patterns In The Emergency Department Of A Tertiary Care Hospital In Saudi Arabia
6857518,Thyroid Imaging Reporting and Data System for Detecting Diffuse Thyroid Disease on Ultrasonography A Single Center Study
6839853,"Mitochondrial dysfunction in rheumatoid arthritis A comprehensive analysis by integrating gene expression, protein protein interactions and gene ontology data"
6854633,The regulatory roles of neutrophils in adaptive immunity
6873725,"Malaria parasite prevalence and Haematological parameters in HIV seropositive patients attending the regional hospital Limbe, Cameroon a hospital based cross sectional study"
6883306,Incidental cardiac aspergillomas in an immunocompromised woman
6867894,The Immune Protein Calprotectin Impacts Clostridioides difficile Metabolism through Zinc Limitation
6879352,Catestatin prevents endothelial inflammation and promotes thrombus resolution in acute pulmonary embolism in mice
6842492,A feasibility cluster randomised controlled trial of a preschool obesity prevention intervention ToyBox Scotland
6876294,Identification of key candidate genes and pathways in endometrial cancer Evidence from bioinformatics analysis
6836437,Recruitment effort and costs from a multi center randomized controlled trial for treating depression in type 2 diabetes
6875893,The Effects of Self Compassion Education on the Self Efficacy of the Clinical Performance of Nursing Students
6852216,Management of community acquired bacterial pneumonia in adults Limitations of current antibiotics and future therapies
6830931,Quality control of cervical cytology using a 3 type HPV mRNA test increases screening program sensitivity of cervical intraepithelial neoplasia grade 2+ in young Norwegian women—A cohort study
6848597,Psorachromene Suppresses Oral Squamous Cell Carcinoma Progression by Inhibiting Long Non coding RNA GAS5 Mediated Epithelial Mesenchymal Transition
6855571,Carbapenem resistant Klebsiella pneumoniae infection causing rupture of graft artery in solid organ recipients
6864063,Molecular basis for the interaction between human choline kinase alpha and the SH3 domain of the c Src tyrosine kinase
6856778,Prospective analysis of inter observer and intra observer variability in multi ultrasound descriptor assessment of thyroid nodules
6854744,Effect of vibration characteristics and vibror arrangement on the tactile perception of the upper arm in healthy subjects and upper limb amputees
6852978,Incremental economic burden associated with exudative age related macular degeneration a population based study
6842173,Prevalence and associated factors of burnout among Debre Berhan University medical students a cross sectional study
6854013,Mechanisms Underlying the Anti inflammatory and Immunosuppressive Activity of Ruxolitinib
6859693," Photobiomics Can Light, Including Photobiomodulation, Alter the Microbiome?"
6842314,MST4 Predicts Poor Prognosis And Promotes Metastasis By Facilitating Epithelial–Mesenchymal Transition In Gastric Cancer
6882049,Using a nominal group technique to approach consensus on a resilience intervention for smoking cessation in a lower socioeconomic population
6879743,"Roles of Toll like receptor 2/4, monoacylglycerol lipase, and cyclooxygenase in social defeat stress induced prostaglandin E2 synthesis in the brain and their behavioral relevance"
6862088,Mechanical and Surface Properties of Resilient Denture Liners Modified with Chitosan Salts
6854767,Post acute care referral in United States of America a multiregional study of factors associated with referral destination in a cohort of patients with coronary artery bypass graft or valve replacement
6863721,Development and evaluation of reverse transcription insulated isothermal PCR assay to detect duck hepatitis A virus type A in liver samples using the POCKITTM system
6873610,Abnormal Distribution and Function of Circulating Monocytes and Enhanced Bacterial Translocation in Major Depressive Disorder
6884878,"Association between pain phenotype and disease activity in rheumatoid arthritis patients a non interventional, longitudinal cohort study"
6887091,Do BRCA1 and BRCA2 gene mutation carriers have a reduced ovarian reserve? Protocol for a prospective observational study
6827500,How To Support Smoking Cessation In Primary Care And The Community A Systematic Review Of Interventions For The Prevention Of Cardiovascular Diseases
6880362,Aspects concerning patient adherence to anti TNFα therapy in psoriasis A decade of clinical experience
6872748,Human sweat monitoring using polymer based fiber
6873748,An inventory of collaborative medication reviews for older adults evolution of practices
6858719,Interactive whiteboard use in clinical reasoning sessions to teach diagnostic test ordering and interpretation to undergraduate medical students
6853939,Clinicopathological values of PD L1 expression in HER2 positive breast cancer
6882248,Educational roles as a continuum of mentoring’s role in medicine – a systematic review and thematic analysis of educational studies from 2000 to 2018
6874864,Cytomegalovirus ventriculoencephalitis presenting with hydrocephalus in a patient with advanced HIV infection
6854757,m6A modification suppresses ocular melanoma through modulating HINT2 mRNA translation
6873658,Self Awareness of Psychopathology and Brain Volume in Patients With First Episode Psychosis
6829801,"Definition of a systematic review used in overviews of systematic reviews, meta epidemiological studies and textbooks"
6874589,Mitochondria enriched protrusions are associated with brain and intestinal stem cells in Drosophila
6875291,Two Novel Variants in the ATRX Gene Associated with Variable Phenotypes
6880448,"Implementation study of a 5 component pediatric early warning system (PEWS) in an emergency department in British Columbia, Canada, to inform provincial scale up"
6851126,"Endogenous alpha synuclein monomers, oligomers and resulting pathology let’s talk about the lipids in the room"
6846253,Plant homeodomain finger protein 23 inhibits autophagy and promotes apoptosis of chondrocytes in osteoarthritis
6858438,"Adult attention deficit/hyperactivity disorder is associated with reduced norepinephrine transporter availability in right attention networks a (S,S) O [11C]methylreboxetine positron emission tomography study"
6830355,Case Report Of Cryoneurolysis For The Treatment Of Refractory Intercostobrachial Neuralgia With Postherpetic Neuralgia
6879623,Quantification of the morphological characteristics of hESC colonies
6882165,Effectiveness of trauma centers verification Protocol for a systematic review
6880218,"Assumptions and conceptual contributions to improve the global assistive performance of actual wheelchairs, in order to enhance the users’ autonomy and quality of life"
6861633,Phenotypic screen for oxygen consumption rate identifies an anti cancer naphthoquinone that induces mitochondrial oxidative stress
6858089,Lasting impact a qualitative study of perspectives on surgery by adult recipients of free mission based surgical care in Benin
6861970,Importance of Social and Health Related Problems Do Spaniards Give Them the Significance They Actually Deserve?
6847696,Role of Maternal Thyroid Stimulating Immunoglobulin in Graves Disease for Predicting Perinatal Thyroid Dysfunction
6859536,Cell Population Data–Driven Acute Promyelocytic Leukemia Flagging Through Artificial Neural Network Predictive Modeling
6856500,Novel Non Surgical Interventions for Benign Inflammatory Biliary Strictures in Infants A Report of Two Cases and Review of Current Pediatric Literature
6873216,Comparison of different human papillomavirus (HPV) vaccine types and dose schedules for prevention of HPV related disease in females and males
6849238,Impact of health education intervention on knowledge and perception of cervical cancer and screening for women in Ghana
6861214,The Public Health Family Impact Checklist A Tool to Help Practitioners Think Family
6877939,11C Labeled Pictilisib (GDC 0941) as a Molecular Tracer Targeting Phosphatidylinositol 3 Kinase (PI3K) for Breast Cancer Imaging
6877518,Antimicrobial activity of Titanium dioxide and Zinc oxide nanoparticles supported in 4A zeolite and evaluation the morphological characteristic
6828678,Metabolic Activation of Flavin Monooxygenase mediated Trimethylamine N Oxide Formation in Experimental Kidney Disease
6837158,"Violence and Mental Health Among Gender Diverse Individuals Enrolled in a Human Immunodeficiency Virus Program in Karnataka, South India"
6862316,Implication of Spiritual Network Support System in Epigenomic Modulation and Health Trajectory
6883638,LncRNA UCA1 facilitated cell growth and invasion through the miR 206/CLOCK axis in glioma
6837755,Evaluating rectal swab collection method for gut microbiome analysis in the common marmoset (Callithrix jacchus)
6857091,"In Vitro and In Vivo Antitumor Activity of Cucurbitacin C, a Novel Natural Product From Cucumber"
6862068,"A WeChat Based Self Management Intervention for Community Middle Aged and Elderly Adults with Hypertension in Guangzhou, China A Cluster Randomized Controlled Trial"
6863772,Microglia Are Essential to Protective Antiviral Immunity Lessons From Mouse Models of Viral Encephalitis
6851610,Myogenic differentiation of human amniotic mesenchymal cells and its tissue repair capacity on volumetric muscle loss
6839084,Pathological pain processing in mouse models of multiple sclerosis and spinal cord injury contribution of plasma membrane calcium ATPase 2 (PMCA2)
6873989,Utilizing Social Media Data for Psychoanalysis to Study Human Personality
6853926,Plant poisoning leads to alpha synucleinopathy and neuromelanopathy in kangaroos
6855435,Exploration of muscle loss and metabolic state during prolonged critical illness Implications for intervention?
6873791,The Fear of Losing—Nonsuicidal Self Injury as a Protective Mechanism in Eating Disorders
6827895,Sex differences in the treatment and outcome of emergency general surgery
6852991,Pyloric stenosis as a manifestation of isolated gastric Crohn’s disease responding to intralesional steroid injection and balloon dilation a case report
6874276,"Streptococcus suis–Associated Meningitis, Bali, Indonesia, 2014–2017"
6865345,Ischemic mitral regurgitation in a patient with dextrocardia and situs inversus totalis
6854658,What drives mortality among HIV patients in a conflict setting? A prospective cohort study in the Central African Republic
6885854,What Happens When Donors Pull Out? Examining Differences in Motivation Between Health Workers Who Recently Had Performance Based Financing (PBF) Withdrawn With Workers Who Never Received PBF in the Democratic Republic of Congo
6839160,"Agreement of antenatal care indicators from self reported questionnaire and the antenatal care card of women in the 2015 Pelotas birth cohort, Rio Grande do Sul, Brazil"
6842560,Genome wide identification and characterization of the MADS box gene family in Salix suchowensis
6876286,Long non coding RNA zinc finger antisense 1 functions as an oncogene in acute promyelocytic leukemia cells
6884751,Exercise and Progressive Supranuclear Palsy the need for explicit exercise reporting
6849317,"A case control study of musculoskeletal impairment association with socio economic status, time use and quality of life in post conflict Myanmar"
6829927,The role of p Stat3 Y705 immunohistochemistry in glioblastoma prognosis
6890780,Optimal solid state neurons
6846259,Features of intra hamate vascularity and its possible relationship with avascular risk of hamate fracture
6842150,"Glutathione, glutathione peroxidase and some hematological parameters of HIV seropositive subjects attending clinic in University of Calabar teaching hospital, Calabar, Nigeria"
6841976,"Rapid, multiplexed, whole genome and plasmid sequencing of foodborne pathogens using long read nanopore technology"
6851177,Acute anxiety and autonomic arousal induced by CO2 inhalation impairs prefrontal executive functions in healthy humans
6829919,The first case of gland inclusion in an intrapulmonary lymph node a mimic of metastasis
6864490,Pyelonephritis in Pregnancy Relationship of Fever and Maternal Morbidity
6863819,Effect of food on the pharmacokinetics and therapeutic efficacy of 4 phenylbutyrate in progressive familial intrahepatic cholestasis
6849189,Spontaneous remission of advanced progressive poorly differentiated non small cell lung cancer a case report and review of literature
6875762,Twin Study Design
6862476,Addressing Cardiovascular Health Disparities in Minnesota Establishment of a Community Steering Committee by FAITH! (Fostering African American Improvement in Total Health)
6842222,"Prevalence of sexually transmitted infections and associated factors among the University of Gondar students, Northwest Ethiopia a cross sectional study"
6850675,An Acceptability Study Of A Personal Portable Device Storing Critical Health Information To Ensure Treatment Continuity Of Home Dwelling Older Adults In Case Of A Disaster
6838166,Quantitative Gait Analysis and Cerebrospinal Fluid Tap Test for Idiopathic Normal pressure Hydrocephalus
6852640,Barriers and explanatory mechanisms in diagnostic delay in four cancers – A health care disparity?
6877919,Experiences of romantic relationships and desires to marry and have children among youth in a low fertility society
6886973,Cluster randomised controlled trial to investigate the effectiveness and cost effectiveness of a Structured Health Intervention For Truckers (the SHIFT study) a study protocol
6884612,A high throughput screen identifies that CDK7 activates glucose consumption in lung cancer cells
6873544,Outcomes of Stenotrophomonas maltophilia hospital acquired pneumonia in intensive care unit a nationwide retrospective study
6874439,Genome wide association study identifies SIAH3 locus influencing the rate of ventricular enlargement in non demented elders
6859688,Structural brain network fingerprints of focal dystonia
6876163,"Scrotal Ultrasound Is Not Routinely Indicated in the Management of Cryptorchidism, Retractile Testes, and Hydrocele in Children"
6875174,Aplastic Anemia and Good Syndrome in a Heavily Treated Stage IV Thymoma Patient A Case Report and Review of the Literature
6882507,Cluster Randomized Trial to Facilitate Breast Cancer Early Diagnosis in a Rural District of Rwanda
6880109,Fibroblastic FAP promotes intrahepatic cholangiocarcinoma growth via MDSCs recruitment
6844583,Neurological Manifestation of Incretin Based Therapies in Patients with Type 2 Diabetes A Systematic Review and Network Meta Analysis
6880521,Protein target identification and toxicological mechanism investigation of silver nanoparticles induced hepatotoxicity by integrating proteomic and metallomic strategies
6835212,Fungal Extracellular Vesicles as Potential Targets for Immune Interventions
6879544,A new perspective on fungal metabolites identification of bioactive compounds from fungi using zebrafish embryogenesis as read out
6857343,DNA repair deficiency and senescence in concussed professional athletes involved in contact sports
6868577,Neuromuscular electrical stimulation enhanced rehabilitation is associated with not only motor but also somatosensory cortical plasticity in chronic stroke patients an interventional study
6862076,The Crosstalk of miRNA and Oxidative Stress in the Liver From Physiology to Pathology and Clinical Implications
6851943,Hyponatremia induced compartment syndrome of all extremities Case report and review
6875761,The Search for Biochemical Markers
6863658,Development and implementation of electronic medical handovers across psychiatric hospitals quality improvement initiative
6867914,Alpha Angle as a Predictor of Impending Contralateral Slipped Capital Femoral Epiphysis in an Asian Population
6848058,A Novel Large Animal Model of Thrombogenic Coronary Microembolization
6868901,Strategy for Controlling the Properties of Bioactive Poly Ether Ether Ketone/Hydroxyapatite Composites for Bone Tissue Engineering Scaffolds
6831565,Metabolic dysregulation in vitamin E and carnitine shuttle energy mechanisms associate with human frailty
6877928,Clinical features of spontaneous spinal epidural hematoma
6850684,Does Patient Blinding Influence Clinical Outcomes After Annular Closure Device Implantation? A Propensity Score Matched Analysis
6829953,Hepatitis C virus nonstructural protein 5A perturbs lipid metabolism by modulating AMPK/SREBP 1c signaling
6880423,Bevacizumab in Wet AMD treatment A tribute to the thirteen years of experience from the beginning of the anti VEGF era in Romania
6863670,Leprosy in children a Cuban experience on leprosy control
6839115,Distinct tumor microenvironments of lytic and blastic bone metastases in prostate cancer patients
6853772,Fibrinogen like protein 2 controls sepsis catabasis by interacting with resolvin Dp5
6852794,Epidemiology of gastric cancer in Africa a systematic review and meta analysis protocol
6861332,The Homeodomain Transcription Factor NKX3.1 Modulates Bladder Outlet Obstruction Induced Fibrosis in Mice
6875042,Resistant starch ameliorated insulin resistant in patients of type 2 diabetes with obesity a systematic review and meta analysis
6877691,Impact of Chemotherapy on Extracellular Vesicles Understanding the Chemo EVs
6856008,A High Content Screening Approach to Identify MicroRNAs Against Head and Neck Cancer Cell Survival and EMT in an Inflammatory Microenvironment
6848377,Part II. Comparison of Neurodevelopmental Outcomes Between Normothermic and Hypothermic Pediatric Cardiopulmonary Bypass
6861177,SIRT3 Regulation of Mitochondrial Quality Control in Neurodegenerative Diseases
6868014,Pwp1 regulates telomere length by stabilizing shelterin complex and maintaining histone H4K20 trimethylation
6873555,A register based observational cohort study on persistent frequent users of emergency services in a Finnish emergency clinic
6862182,Genetics and Extracellular Vesicles of Pediatrics Sleep Disordered Breathing and Epilepsy
6855481,Analysis of mortality prognostic factors using model for end stage liver disease with incorporation of serum sodium classification for liver cirrhosis complications
6876494,The Challenge of Dual Diagnosis
6887538,The AAA+ ATPase RUVBL2 is essential for the oncogenic function of c MYB in acute myeloid leukemia
6858099,The CoDiNOS trial protocol an international randomised controlled trial of intravenous sildenafil versus inhaled nitric oxide for the treatment of pulmonary hypertension in neonates with congenital diaphragmatic hernia
6842511,Long noncoding RNA CASC2 suppresses esophageal squamous cell carcinoma progression by increasing SOCS1 expression
6880407,The prevalence of schizophrenia and other psychotic disorders among homeless people a systematic review and meta analysis
6862605,Acute Febrile Illness Caused by Brucella Abortus Infection in Humans in Pakistan
6834254,Candida albicans triggers NADPH oxidase independent neutrophil extracellular traps through dectin 2
6867999,"Evaluation of Physiological Parameters and Effectiveness of an Immobilization Protocol Using Etorphine, Azaperone, and Butorphanol in Free Ranging Warthogs (Phacochoerus africanus)"
6843736,Sustained relief of trigeminal neuropathic pain by a blood–brain barrier penetrable PPAR gamma agonist
6875033,Lumbar muscles biomechanical characteristics in young people with chronic spinal pain
6861920,Factors Affecting Urinary tt Muconic Acid Detection among Benzene Exposed Workers at Gasoline Stations
6882960,Coding of odors in the anterior olfactory nucleus
6834612,Preventative and Therapeutic Effects of Low dose Ionizing Radiation on the Allergic Response of Rat Basophilic Leukemia Cells
6833276,A cross sectional survey of adrenal steroid hormones among overweight/obese boys according to puberty stage
6873349,Exploring Racial Disparities in Mental Health Diagnoses and Neighborhood Disorganization Among an Urban Cohort of Children and Adolescents with Chronic Medical Conditions
6883072,The targetable kinase PIM1 drives ALK inhibitor resistance in high risk neuroblastoma independent of MYCN status
6829917,Co occurrence of human papillomavirus (HPV) in newborns and their parents
6852916,SNP eQTL status and eQTL density in the adjacent region of the SNP are associated with its statistical significance in GWA studies
6872855,Supersaturated proteins are enriched at synapses and underlie cell and tissue vulnerability in Alzheimers disease
